,unique_reals,real_counts
635,belgium,15
1412,editor,15
7942,argentine,15
3563,mad,15
5923,considers,15
6717,comfort,15
4600,verdict,15
8443,advances,15
4846,benjamin,15
4648,jailed,15
2619,republic,15
19026,zor,15
55,almost,15
1739,films,15
5216,rescue,15
1098,denver,15
2012,summer,15
3321,vice,15
1231,adam,15
1107,baltimore,15
2901,earthquake,15
2024,shape,15
8280,timeline,15
992,alert,15
453,ever,15
8889,runway,15
340,germans,15
9428,russians,15
9185,cable,15
3362,rape,15
2598,actor,15
19025,deir,15
6200,holding,15
2342,36,15
1333,arthur,15
9308,conference,15
6730,sky,15
803,complaints,15
2869,feud,14
20126,aug,14
6367,pulls,14
4390,based,14
2348,also,14
2708,reviews,14
2460,facts,14
2506,easy,14
11912,collision,14
5389,voices,14
779,annual,14
2470,alone,14
1302,steve,14
7967,fights,14
489,planning,14
2617,payments,14
153,couple,14
2451,foster,14
2286,wary,14
7664,including,14
9012,shell,14
812,bodies,14
2956,drone,14
12511,bet,14
120,margaret,14
8028,giving,14
454,changing,14
1463,deliver,14
4428,poland,14
2569,slide,14
5533,include,14
2502,nigeria,14
13224,links,14
11932,bankruptcy,14
829,schumer,14
239,flooding,14
5537,69,14
2577,embraces,14
2209,culture,14
2409,fame,14
2208,illinois,14
6427,along,14
2816,diesel,14
2401,phone,14
4652,stronger,14
9872,jean,14
4461,normal,14
2900,plunge,14
17275,believes,14
2407,album,14
331,god,14
1527,loans,14
8376,alive,14
3220,youth,14
1873,liberal,14
6241,waters,14
3564,boy,14
8758,leading,14
5630,cover,14
10542,malaysia,14
3584,places,14
1845,cloud,14
5774,serious,14
1119,seattle,14
3631,tariffs,14
303,users,14
15875,restore,14
40,happy,14
10592,motion,14
16831,ypg,14
5970,whose,14
650,radio,14
1785,nominees,14
5951,setback,14
7329,somalia,14
5929,silence,14
4171,image,14
3528,remarks,14
4141,bump,14
11137,unveil,14
3468,wine,14
1951,square,14
1624,match,14
323,classical,14
4091,cell,14
16879,ge,14
9727,abroad,14
7146,versace,14
3456,majority,14
133,brown,14
8814,rail,14
1060,subway,14
5649,arts,14
557,polish,14
6116,buyers,14
5726,arsenal,14
1903,lesson,14
8410,grammy,14
6108,strength,14
8294,worldwide,14
3516,parking,14
5117,warren,14
2016,focuses,14
224,mixed,14
1948,mean,14
19076,thaad,14
14476,offshore,14
4205,missed,14
20402,guam,14
10681,exposes,14
4762,shortages,14
652,edward,14
3779,cast,14
18644,mnangagwa,14
2150,wealth,14
11249,400,14
19678,august,14
2159,closes,14
7305,stores,14
15190,winds,14
16958,condemn,14
2168,40,14
2185,promise,14
8661,saint,14
4745,prepared,14
5579,refinery,14
1701,sister,14
752,author,14
18235,corker,14
4578,executives,13
17116,kcna,13
10930,hamas,13
1275,strange,13
5852,done,13
10674,jury,13
1077,warn,13
11627,upbeat,13
18290,franken,13
16792,mulls,13
6751,expect,13
5737,goals,13
8457,sinai,13
7694,notes,13
311,screen,13
6572,yields,13
5078,drivers,13
17198,dossier,13
1365,31,13
8813,amtrak,13
6594,roll,13
5861,teacher,13
7703,traders,13
13241,investments,13
1905,buys,13
4400,migration,13
243,howard,13
9227,fair,13
18390,taser,13
12614,jewel,13
4018,shadow,13
4866,wisconsin,13
3743,ethics,13
2728,owners,13
3796,sean,13
4998,anthony,13
12574,attacker,13
16832,tass,13
10791,crashes,13
11705,non,13
2455,nazi,13
1017,played,13
10596,worry,13
1790,brain,13
1003,traffic,13
10773,announcement,13
3764,gave,13
4945,girls,13
995,tackle,13
2468,battles,13
5950,unions,13
5013,writer,13
3887,survivors,13
7242,bob,13
3757,heavy,13
728,lawrence,13
3897,false,13
580,huge,13
5897,investigators,13
3742,session,13
18229,wildfires,13
10541,banking,13
5061,challenging,13
10642,june,13
6847,hispanic,13
1851,gift,13
2723,vehicles,13
6648,tie,13
5759,allowed,13
2499,measure,13
4904,leonard,13
3598,parenthood,13
3602,lack,13
3782,financing,13
1286,ann,13
2701,turning,13
16837,alleged,13
5781,cleared,13
5334,rand,13
9261,marc,13
2677,highest,13
5369,weeks,13
3653,delivery,13
12510,willing,13
1247,celebrates,13
1567,upper,13
10230,built,13
6269,sailors,13
8906,secrets,13
3265,known,13
4298,insurers,13
1120,seahawks,13
2996,hydrogen,13
11390,targeted,13
13750,stations,13
8094,vehicle,13
2974,song,13
8268,largest,13
4394,stability,13
6476,problems,13
4316,slows,13
2276,employees,13
6927,reject,13
4812,analysis,13
2951,date,13
4152,events,13
1556,teenager,13
3288,murdoch,13
5503,conduct,13
154,friend,13
16500,buffett,13
3243,stable,13
12027,wanted,13
3011,rift,13
421,ball,13
2165,store,13
6363,premiere,13
1175,kevin,13
273,freddie,13
6974,latin,13
351,downton,13
16024,futures,13
698,took,13
4761,activists,13
3063,appear,13
3172,83,13
9213,protection,13
18302,toshiba,13
5599,morris,13
12123,analysts,13
16948,opposes,13
8140,document,13
6414,mutual,13
14477,drilling,13
3217,wear,13
5607,moment,13
2242,auctions,13
5143,changed,13
2246,quietly,13
12724,person,13
4310,recall,13
6510,arrives,13
1993,anniversary,13
4133,revenant,13
2311,barred,13
1430,note,13
17016,koreans,13
2002,sovereignty,13
2882,takata,13
4374,presidency,13
8309,threaten,13
9032,behavior,13
9064,canceled,13
6203,bias,13
3378,mr,13
8844,91,13
432,shoot,13
2341,citizenship,13
198,returning,13
7101,2013,13
8871,dept,13
17095,impose,13
6513,sent,13
4694,tourists,13
6913,veteran,13
4399,clues,12
10427,storms,12
479,jewish,12
3452,acquire,12
17243,alwaleed,12
2820,insider,12
4101,quiet,12
4102,studio,12
14475,imports,12
17379,purge,12
867,celebrate,12
11201,expert,12
5457,fees,12
5901,swedish,12
5830,retaliation,12
352,abbey,12
6418,billions,12
3885,treatment,12
12712,vatican,12
5606,witness,12
4108,knocks,12
296,friendly,12
5913,language,12
9188,communications,12
522,45,12
638,longer,12
6317,directors,12
17201,uae,12
973,atlanta,12
5577,supporting,12
4252,removal,12
7842,host,12
2553,anne,12
6188,transcript,12
8369,sense,12
11248,spent,12
14533,softbank,12
1,instagram,12
1358,overtime,12
3820,bolster,12
2727,fewer,12
1112,philadelphia,12
4207,funeral,12
4239,fly,12
5874,responsibility,12
3809,lays,12
3859,hell,12
3064,dinner,12
10847,newspaper,12
3608,talking,12
3519,tony,12
3670,ideas,12
162,figure,12
10793,handling,12
8091,cuban,12
3278,minute,12
2776,contracts,12
2972,coffee,12
8720,emerge,12
10218,replace,12
4499,bars,12
17311,drill,12
886,harvard,12
925,playoff,12
4497,pull,12
8475,commitment,12
7292,alphabet,12
8078,negotiations,12
2895,successor,12
10525,rihanna,12
7931,armani,12
6256,influence,12
11433,computer,12
17339,cia,12
2783,researchers,12
4376,skip,12
8872,exxon,12
2625,haiti,12
5736,period,12
1113,eagles,12
1135,miami,12
5725,manchester,12
3904,benefit,12
2942,complaint,12
3557,seoul,12
2645,ordered,12
8005,compromise,12
8698,saul,12
5358,baby,12
944,setting,12
6270,spying,12
8924,follows,12
2799,uncertainty,12
879,cooper,12
14437,commerce,12
2742,enforcement,12
4155,summons,12
13510,agents,12
5659,lineup,12
2622,count,12
966,visas,12
1595,lifting,12
4742,following,12
1633,80,12
1635,windows,12
6835,pregnancy,12
1904,finally,12
2202,numbers,12
4873,attend,12
16981,ethnic,12
2489,empire,12
16067,rebuild,12
219,showdown,12
1863,presence,12
1377,alternative,12
200,roots,12
11893,profits,12
2216,plants,12
380,videos,12
14311,rhetoric,12
7620,tennis,12
2229,healthy,12
2230,main,12
1830,emerges,12
79,sleep,12
7212,barclays,12
35,raised,12
7561,survive,12
7213,seekers,12
1929,que,12
7478,jacobs,12
2074,serena,12
440,politicians,12
1535,billionaire,12
2082,card,12
14374,casualties,12
1534,gates,12
196,militia,12
7107,signal,12
701,variety,12
1996,airline,12
6813,quarterly,12
7456,faso,12
7455,burkina,12
7123,intensifies,12
7443,kobe,12
9437,preparing,12
1967,flat,12
2118,playoffs,12
16957,gdp,12
5171,spirit,12
12087,offensive,12
2166,departure,12
1662,justin,12
2051,shock,12
2327,true,12
12413,attempt,12
4994,vonn,12
7668,reveals,12
1436,premier,12
4653,suggest,12
775,thanks,12
1787,cool,12
5035,expands,12
9622,constructive,12
7240,strengthen,12
1419,images,12
17039,escalation,12
4636,burned,12
4677,hacking,12
13590,accord,12
6938,unfair,12
789,hero,12
5007,trouble,12
7262,fury,12
9648,double,12
781,bear,11
5170,hour,11
1261,gordon,11
2357,thing,11
2532,reached,11
6567,affect,11
3159,creator,11
6558,killings,11
3181,account,11
3008,able,11
2096,frank,11
7709,managers,11
5598,lobby,11
1530,lessons,11
4645,kidnapped,11
3216,automakers,11
2810,vulnerable,11
6273,odds,11
4421,rebel,11
10124,upholds,11
11945,phase,11
66,products,11
2077,injury,11
1134,patriots,11
1270,parker,11
12716,result,11
4391,bonds,11
13180,ceremony,11
695,yes,11
17315,withdrawal,11
4333,forced,11
429,escaped,11
502,survey,11
8068,desperate,11
4266,86,11
2948,chipotle,11
5210,relationship,11
5497,custody,11
356,settles,11
7658,iranians,11
853,pace,11
5190,husband,11
7635,cespedes,11
857,kind,11
16982,cleansing,11
9037,opponents,11
15180,units,11
2192,separatist,11
4718,retirement,11
14641,bergdahl,11
19808,category,11
2182,channel,11
2884,exchanges,11
6353,modest,11
2312,expansion,11
17392,navalny,11
19061,oct,11
1230,simpson,11
5562,alliance,11
4735,eric,11
3081,injuries,11
659,murray,11
268,constitutional,11
1367,stun,11
16933,tpp,11
1020,82,11
8696,worried,11
5949,poised,11
19654,yingluck,11
4941,para,11
5031,kitchen,11
17666,ftc,11
5044,quest,11
4924,von,11
3668,born,11
5793,musical,11
5046,capture,11
2048,prompt,11
931,bringing,11
8715,calling,11
3644,something,11
1816,grammys,11
6001,assassination,11
3944,improve,11
3621,teenagers,11
8500,crew,11
5780,mississippi,11
3955,jackson,11
998,greek,11
5933,dna,11
9607,expresses,11
730,discusses,11
7294,division,11
7296,confirmed,11
3847,composer,11
599,finish,11
3824,maybe,11
3822,apps,11
7299,features,11
723,judith,11
5878,scramble,11
5849,restart,11
3862,explore,11
3800,defy,11
1723,mom,11
3868,blame,11
8626,reopens,11
1728,89,11
1732,projects,11
1736,charlotte,11
5001,turnaround,11
7266,delta,11
7311,hedge,11
629,aircraft,11
1833,thai,11
9655,aimed,11
1069,85,11
12244,reviewing,11
8341,horse,11
3402,buying,11
8329,utah,11
3395,marijuana,11
8868,teen,11
16755,nsa,11
16621,november,11
2786,elite,11
3340,identity,11
6225,broad,11
885,present,11
14106,supplies,11
1580,chef,11
56,every,11
4137,surveillance,11
12184,braces,11
7100,accident,11
9431,racist,11
11148,doping,11
1559,fifth,11
4071,pledge,11
16882,ramaphosa,11
8477,condolences,11
6151,barbara,11
3977,pyongyang,11
8464,affairs,11
3983,outbreak,11
7364,communist,11
14873,laundering,11
6076,nikki,11
3541,fellow,11
6082,unveils,11
10940,competition,11
9459,remove,11
16870,curbs,11
10502,mideast,11
7422,prada,11
1639,perry,11
6118,tap,11
5090,scale,11
3462,starting,11
10462,deploy,11
5099,construction,11
138,ruth,11
3444,interests,11
2385,became,11
3186,requests,11
5411,staying,11
7745,hill,11
6766,pakistani,11
4441,indictment,11
83,woes,11
4586,kenneth,11
1409,matters,11
1352,hbo,11
4557,rain,11
17177,pharma,11
6743,banker,11
5399,luther,11
5396,sprint,11
9156,already,11
4546,boat,11
13030,floods,11
17057,ioc,11
6683,fell,11
4537,drawing,11
7857,citizen,11
675,ancient,11
6688,plea,11
4597,memory,11
1398,fill,11
6804,christmas,11
684,tips,11
7802,dior,11
2459,crucial,11
12999,hospitals,11
1397,trips,11
797,comeback,11
7812,caused,11
11722,aggressive,11
2540,bernard,11
9203,monsanto,11
11608,tokyo,11
13529,bail,11
2547,stewart,11
14702,citing,11
799,4th,11
2725,lyft,11
4574,djokovic,11
240,missouri,11
13831,freeze,11
2714,shopping,11
5404,ships,11
2391,website,11
7079,answers,10
1410,fun,10
5627,simple,10
4275,sharp,10
2054,stress,10
17466,ecb,10
1545,cleric,10
4827,treaty,10
6267,employee,10
2044,sights,10
1317,adele,10
3249,retire,10
9757,page,10
7071,revolution,10
858,actors,10
8125,palin,10
4613,movement,10
16915,withdraw,10
1565,tim,10
3329,bids,10
16920,spokeswoman,10
2995,tested,10
6946,hotels,10
11134,recognition,10
4824,embrace,10
4434,activity,10
4295,turmoil,10
3006,mental,10
13745,humanitarian,10
9260,tightens,10
2233,alex,10
3339,racial,10
237,religious,10
7097,klein,10
7601,confirm,10
4493,propaganda,10
4172,designers,10
869,carry,10
747,gunmen,10
2161,peyton,10
5387,burberry,10
3128,simon,10
4224,0,10
12595,grip,10
5575,web,10
693,kids,10
5547,borders,10
866,texans,10
6993,exhibition,10
427,clean,10
7594,egyptian,10
4241,sudan,10
4738,creating,10
4737,confrontation,10
347,dropped,10
10330,flying,10
4173,dreams,10
8240,tariff,10
6408,portfolio,10
5148,roger,10
4490,runs,10
2419,cultural,10
2104,thunder,10
6286,criticized,10
10074,sheriff,10
17189,boosts,10
11234,campaigns,10
2123,depression,10
17051,reaction,10
11221,grave,10
17439,sdf,10
17068,waymo,10
123,laura,10
7039,searching,10
520,narrates,10
4057,paying,10
411,contemporary,10
1791,surgery,10
2557,misses,10
5909,contacts,10
9602,jerome,10
12836,sochi,10
3741,legislative,10
7238,avert,10
945,shootout,10
9195,indicted,10
10600,coverage,10
9516,remark,10
6767,consulate,10
5973,newton,10
1013,mcdonald,10
3921,producer,10
93,controls,10
3677,always,10
5043,current,10
5797,sight,10
4588,ralph,10
12338,beyoncé,10
18220,cvs,10
3771,ballot,10
1810,earth,10
7275,danger,10
7820,keys,10
4572,lake,10
3819,breakthrough,10
597,messages,10
3813,guantánamo,10
3,master,10
18646,submarine,10
17714,tanker,10
3807,killer,10
5877,resorts,10
3775,saudis,10
11804,negotiator,10
4570,races,10
10683,abuses,10
15131,parts,10
6790,yorkers,10
11799,tusk,10
1730,collins,10
5893,reserve,10
5837,teenage,10
3665,boys,10
3661,guidelines,10
8320,detention,10
7429,calvin,10
18163,warship,10
2486,pursue,10
3533,gamble,10
3526,maine,10
18722,suspend,10
1894,warm,10
13413,alarm,10
1914,jim,10
1921,verbatim,10
4054,briefly,10
8439,casts,10
4299,brace,10
4060,eat,10
1934,méxico,10
14879,convoy,10
17837,crews,10
11058,fines,10
3394,caught,10
4090,admits,10
1971,exploring,10
1879,complex,10
1380,justices,10
3650,sharply,10
18376,defiant,10
5294,catch,10
12337,propose,10
17764,juncker,10
18686,mladic,10
21,seriously,10
4550,stick,10
8725,wang,10
18184,kaspersky,10
2590,aside,10
5772,cheap,10
10533,soar,10
10866,berlin,10
10875,decisions,10
1654,bird,10
2602,95,10
912,learning,10
3991,pregnant,10
7193,nee,10
5742,core,10
9683,hearts,10
14977,province,10
10115,easing,10
6562,retrial,10
2275,globe,10
